"stusps","station_id","usaf","wban","station_name","icao","lat","lon","elev_m","statefp","countyfp","county_geoid","county_name","state_name","climate_region","geometry"
"AZ","72063500221","720635","00221","H A CLARK MEMORIAL FIELD AIRPORT","KCMR",35.3,-112.2,2035.2,"04","005","04005","Coconino","Arizona","Southwest",c(-1453591.55904322, 1484566.78932218)
"AZ","72278403184","722784","03184","PHOENIX DEER VALLEY ARPT","KDVT",33.69,-112.066,453.4,"04","013","04013","Maricopa","Arizona","Southwest",c(-1471974.28820139, 1305059.14450401)
"AZ","72378303195","723783","03195","GRAND CANYON NATL PARK APT","KGCN",35.946,-112.155,1993.3,"04","005","04005","Coconino","Arizona","Southwest",c(-1437358.17708155, 1555156.23316081)
"AZ","99999953164","999999","53164","PAGE 9 WSW","",36.864,-111.601,991.8,"04","005","04005","Coconino","Arizona","Southwest",c(-1371713.92457967, 1648364.3271644)
"AZ","72278753126","722787","53126","GLENDALE MUNICIPAL AIRPORT","KGEU",33.527,-112.295,324.9,"04","013","04013","Maricopa","Arizona","Southwest",c(-1495857.45877202, 1290691.00076897)
"AZ","72274023160","722740","23160","TUCSON INTERNATIONAL AIRPORT","KTUS",32.132,-110.956,777.6,"04","019","04019","Pima","Arizona","Southwest",c(-1398394.96052015, 1116755.47288971)
"AZ","72278803186","722788","03186","PHOENIX GOODYEAR AIRPORT","KGYR",33.417,-112.383,295.1,"04","013","04013","Maricopa","Arizona","Southwest",c(-1505963.08241805, 1279977.23063634)
"AZ","72273003124","722730","03124","SIERRA VISTA MUNICIPAL-LIBBY AAF AIRPORT","KFHU",31.588,-110.344,1438.4,"04","003","04003","Cochise","Arizona","Southwest",c(-1350728.68524224, 1048025.57838951)
"AZ","99999953155","999999","53155","WILLIAMS 35 NNW","",35.755,-112.337,1825.8,"04","005","04005","Coconino","Arizona","Southwest",c(-1457050.73265882, 1536853.21722038)
"AZ","72274953128","722749","53128","CHANDLER MUNICIPAL AIRPORT","KCHD",33.269,-111.813,378.9,"04","013","04013","Maricopa","Arizona","Southwest",c(-1456797.75626425, 1254802.98083053)
"AZ","72375493027","723754","93027","ST JOHNS INDUS AIRPK ARPT","KSJN",34.518,-109.38,1745.6,"04","001","04001","Apache","Arizona","Southwest",c(-1214688.23937786, 1358536.87132036)
"AZ","99999953168","999999","53168","AJO 29 S","",31.95,-112.801,506.3,"04","019","04019","Pima","Arizona","Southwest",c(-1572769.3338535, 1125599.76250161)
"AZ","72272093026","722720","93026","BISBEE DOUGLAS INTL ARPT","KDUG",31.458,-109.607,1247.9,"04","003","04003","Cochise","Arizona","Southwest",c(-1283880.66373191, 1023493.94597684)
"AZ","72376099999","723760","99999","FLAGSTAFF","",35.217,-111.817,2181.6,"04","005","04005","Coconino","Arizona","Southwest",c(-1421086.46785044, 1469616.68995666)
"AZ","74003503145","740035","03145","YUMA MCAS","KNYL",32.65,-114.617,64.9,"04","027","04027","Yuma","Arizona","Southwest",c(-1725506.83376207, 1233799.8383033)
"AZ","72278623104","722786","23104","WILLIAMS GATEWAY AIRPORT","KIWA",33.3,-111.667,421.2,"04","013","04013","Maricopa","Arizona","Southwest",c(-1442901.91060516, 1255989.33499802)
"AZ","72274793084","722747","93084","SAFFORD REGIONAL AIRPORT","KSAD",32.857,-109.636,967.8,"04","009","04009","Graham","Arizona","Southwest",c(-1264303.25258556, 1178197.93567091)
"CA","72064500227","720645","00227","PLACERVILLE AIRPORT","KPVF",38.717,-120.75,787.3,"06","017","06017","El Dorado","California","West",c(-2107839.59101666, 2019230.16454478)
"CA","72295603167","722956","03167","NRTHORP FLD/HATHRN MUNI AP","KHHR",33.924,-118.333,16.6,"06","037","06037","Los Angeles","California","West",c(-2030979.84058575, 1446229.88142043)
"CA","72288023152","722880","23152","BURBANK-GLENDALE-PASA ARPT","KBUR",34.2,-118.365,222.7,"06","037","06037","Los Angeles","California","West",c(-2026643.23669763, 1476911.59267488)
"CA","72288593197","722885","93197","SANTA MONICA MUNI AIRPORT","KSMO",34.021,-118.447,53.3,"06","037","06037","Los Angeles","California","West",c(-2038617.34641639, 1459211.48408908)
"CA","72295503174","722955","03174","ZAMPERINI FIELD AIRPORT","KTOA",33.803,-118.34,29.6,"06","037","06037","Los Angeles","California","West",c(-2034753.77621764, 1433230.99344076)
"CA","72295023174","722950","23174","LOS ANGELES INTERNATIONAL AIRPORT","KLAX",33.938,-118.387,29.7,"06","037","06037","Los Angeles","California","West",c(-2035434.43216245, 1448906.56734678)
"CA","72492623258","724926","23258","MDSTO CTY-CO H SHAM FD APT","KMOD",37.625,-120.955,26.6,"06","099","06099","Stanislaus","California","West",c(-2156668.92664065, 1905596.15481215)
"CA","72584693201","725846","93201","TRUCKEE-TAHOE AIRPORT","KTRK",39.32,-120.139,1798.3,"06","057","06057","Nevada","California","West",c(-2039959.23040551, 2071258.27330694)
"CA","72381523161","723815","23161","BARSTOW-DAGGETT AIRPORT","KDAG",34.854,-116.787,584.8,"06","071","06071","San Bernardino","California","West",c(-1870156.72418801, 1515819.63817847)
"CA","72297023129","722970","23129","LONG BEACH / DAUGHERTY FIELD / AIRPORT","KLGB",33.812,-118.147,10.2,"06","037","06037","Los Angeles","California","West",c(-2017263.69600111, 1430094.58770838)
"CA","72497393203","724973","93203","CHICO MUNICIPAL AIRPORT","KCIC",39.8,-121.85,82.9,"06","007","06007","Butte","California","West",c(-2166640.28639887, 2161071.79755996)
"CA","74504893210","745048","93210","OROVILLE MUNICIPAL AIRPORT","KOVE",39.494,-121.622,56.9,"06","007","06007","Butte","California","West",c(-2157131.42644599, 2122843.49380348)
"CA","72393093214","723930","93214","VANDENBERG AFB","KVBG",34.717,-120.567,112.5,"06","083","06083","Santa Barbara","California","West",c(-2207143.53051422, 1582025.18563061)
"CA","74917900392","749179","00392","HOLLISTER MUNICIPAL AIRPORT","KCVH",36.9,-121.417,72.2,"06","069","06069","San Benito","California","West",c(-2217119.2584228, 1837820.21065044)
"CA","72493723289","724937","23289","PALO ALTO AIRPORT OF SANTA CLARA COUNTY","KPAO",37.467,-122.117,2.1,"06","081","06081","San Mateo","California","West",c(-2259414.39615446, 1915522.70510722)
"CA","72288623130","722886","23130","VAN NUYS AIRPORT","KVNY",34.212,-118.491,239.2,"06","037","06037","Los Angeles","California","West",c(-2037533.07401636, 1480910.10039574)
"CA","72292593117","722925","93117","NALF/F. SHERMAN FLD ARPT","KNUC",33.023,-118.588,55.5,"06","037","06037","Los Angeles","California","West",c(-2077425.83137065, 1353916.63925047)
"CA","72491699999","724916","99999","MARINA MUNI","KOAR",36.682,-121.762,40.8,"06","053","06053","Monterey","California","West",c(-2253018.07766125, 1822390.04971666)
"CA","74948500396","749485","00396","ROHNERVILLE AIRPORT","KFOT",40.554,-124.133,119.2,"06","023","06023","Humboldt","California","West",c(-2327962.31583195, 2296158.00512281)
"CA","72389523149","723895","23149","PORTERVILLE MUNICIPAL ARPT","KPTV",36.029,-119.063,134.7,"06","107","06107","Tulare","California","West",c(-2039486.33365135, 1690681.83730225)
"CA","72389693144","723896","93144","VISALIA MUNICIPAL AIRPORT","KVIS",36.317,-119.4,89.9,"06","107","06107","Tulare","California","West",c(-2060825.23945132, 1729248.02629217)
"CA","72483793216","724837","93216","BEALE AIR FORCE BASE","KBAB",39.133,-121.433,34.4,"06","115","06115","Yuba","California","West",c(-2152301.51932461, 2079550.12226959)
"CA","72382523131","723825","23131","SOUTHERN CALIFORNIA LOGISTICS AIRPORT","KVCV",34.583,-117.383,879.4,"06","071","06071","San Bernardino","California","West",c(-1929645.3785386, 1498165.71548317)
"CA","74611003182","746110","03182","BICYCLE LAKE FORT IRWIN AAF","KBYS",35.283,-116.633,75.6,"06","071","06071","San Bernardino","California","West",c(-1846180.71601325, 1559675.264596)
"CA","74704003102","747040","03102","ONTARIO INTERNATIONAL ARPT","KONT",34.053,-117.577,281.6,"06","071","06071","San Bernardino","California","West",c(-1960190.187214, 1444388.38098191)
"CA","72033399999","720333","99999","CORONA MUNI","KAJO",33.9,-117.6,162,"06","065","06065","Riverside","California","West",c(-1966096.4896336, 1428204.30449521)
"CA","72585093228","725850","93228","HAYWARD EXECUTIVE AIRPORT","KHWD",37.654,-122.115,13.1,"06","001","06001","Alameda","California","West",c(-2253558.88115433, 1935646.2761915)
"CA","99999953152","999999","53152","SANTA BARBARA 11 W","",34.414,-119.88,5.5,"06","083","06083","Santa Barbara","California","West",c(-2155171.59359594, 1533466.438271)
"CA","72493893231","724938","93231","SAN CARLOS AIRPORT","KSQL",37.517,-122.25,1.5,"06","081","06081","San Mateo","California","West",c(-2269098.85704558, 1924083.70288035)
"CA","72594624286","725946","24286","JACK MCNAMARA FIELD ARPT","KCEC",41.784,-124.238,17,"06","015","06015","Del Norte","California","West",c(-2296076.18729077, 2430405.36685924)
"CA","99817399999","998173","99999","MOSS LANDING S HARBOR","",36.8,-121.783,22,"06","053","06053","Monterey","California","West",c(-2251266.52108618, 1835624.66605627)
"CA","72288703180","722887","03180","BRACKETT FIELD AIRPORT","KPOC",34.1,-117.783,308.2,"06","037","06037","Los Angeles","California","West",c(-1977383.63309807, 1453773.09057781)
"CA","72292023191","722920","23191","CATALINA AIRPORT","KAVX",33.404,-118.415,477,"06","037","06037","Los Angeles","California","West",c(-2051872.78933589, 1391505.3397895)
"CA","99999923272","999999","23272","DOWNTOWN","",37.771,-122.427,45.7,"06","075","06075","San Francisco","California","West",c(-2276189.51485902, 1955697.10157083)
"CA","72064600228","720646","00228","HALF MOON BAY AIRPORT","KHAF",37.513,-122.501,20.1,"06","081","06081","San Mateo","California","West",c(-2290356.58857816, 1929673.75512707)
"CA","72289523243","722895","23243","LOMPOC AIRPORT","KLPC",34.667,-120.467,26.8,"06","083","06083","Santa Barbara","California","West",c(-2199783.12652913, 1574299.1621387)
"CA","72376293244","723762","93244","SANTA YNEZ AIRPORT","KIZA",34.607,-120.076,204.5,"06","083","06083","Santa Barbara","California","West",c(-2167072.63382298, 1558822.85829661)
"CA","72392523190","723925","23190","SANTA BARBARA MUNICIPAL AIRPORT","KSBA",34.424,-119.842,2.5,"06","083","06083","Santa Barbara","California","West",c(-2151536.81721618, 1533688.48861418)
"CA","72495593227","724955","93227","NAPA COUNTY AIRPORT","KAPC",38.208,-122.28,4.7,"06","055","06055","Napa","California","West",c(-2250480.88173408, 1999304.79887257)
"CA","99801399999","998013","99999","TIJUANA RIVER RESERVE","",32.575,-117.127,4,"06","073","06073","San Diego","California","West",c(-1956377.11375624, 1274241.7467207)
"CA","72292800369","722928","00369","MCOLF CAMP PENDLETON RED BEACH AIRPORT","KNXF",33.286,-117.456,27.1,"06","073","06073","San Diego","California","West",c(-1968566.29682136, 1358393.11305597)
"CA","72381603159","723816","03159","GENERAL WILLIAM J. FOX AIRFIELD AIRPORT","KWJF",34.741,-118.213,712.6,"06","037","06037","Los Angeles","California","West",c(-1999110.38513582, 1532531.24976613)
"CA","72593023233","725930","23233","SALINAS MUNICIPAL AIRPORT","KSNS",36.664,-121.609,22.3,"06","053","06053","Monterey","California","West",c(-2240500.77440113, 1816829.49915047)
"CA","72483023232","724830","23232","SACRAMENTO EXECUTIVE AIRPORT","KSAC",38.507,-121.496,5.9,"06","067","06067","Sacramento","California","West",c(-2176103.78240058, 2013323.87131773)
"CA","99401299999","994012","99999","CRESCENT CITY","",41.745,-124.183,4.8,"06","015","06015","Del Norte","California","West",c(-2293011.30457406, 2424904.47152835)
"CA","72481023203","724810","23203","CASTLE AFB","KMER",37.383,-120.567,58.2,"06","047","06047","Merced","California","West",c(-2130826.6769432, 1870638.06387116)
"CA","72481523257","724815","23257","MRCD MUNI/MACREADY FLD APT","KMCE",37.286,-120.518,46.5,"06","047","06047","Merced","California","West",c(-2129444.89987087, 1859030.02218346)
"CA","72595524259","725955","24259","SISKIYOU COUNTY AIRPORT","KSIY",41.774,-122.468,806.1,"06","093","06093","Siskiyou","California","West",c(-2156332.96690206, 2387868.02864147)
"CA","72591024216","725910","24216","RED BLUFF MUNICIPAL ARPT","KRBL",40.152,-122.255,108.1,"06","103","06103","Tehama","California","West",c(-2188966.28566966, 2208320.95711868)
"CA","72493593228","724935","93228","HAYWARD AIR TERM","KHWD",37.654,-122.115,14.3,"06","001","06001","Alameda","California","West",c(-2253558.88115433, 1935646.2761915)
"CA","99403399999","994033","99999","ALAMEDA","",37.772,-122.298,2,"06","001","06001","Alameda","California","West",c(-2265333.76266297, 1952722.51619456)
"CA","72289793206","722897","93206","SAN LUIS CO REGIONAL ARPT","KSBP",35.238,-120.644,55.8,"06","079","06079","San Luis Obispo","California","West",c(-2198958.70037869, 1640158.13442352)
"CA","72396593209","723965","93209","PASO ROBLES MUNICIPAL ARPT","KPRB",35.669,-120.629,249.8,"06","079","06079","San Luis Obispo","California","West",c(-2185287.05128234, 1686443.30025525)
"CA","99999923122","999999","23122","NORTON AAF","KSBD",34.1,-117.25,335,"06","071","06071","San Bernardino","California","West",c(-1929819.26368842, 1442816.15868384)
"CA","99840899999","998408","99999","USS MIDWAY S NAVY PIER","",32.714,-117.175,35,"06","073","06073","San Diego","California","West",c(-1957322.18895345, 1290351.7463736)
"CA","72389799999","723897","99999","FRESNO CHANDLER EXECUTIVE","KFCH",36.732,-119.82,84.7,"06","019","06019","Fresno","California","West",c(-2085512.82034949, 1783472.05464902)
"CA","72494023234","724940","23234","SAN FRANCISCO INTERNATIONAL AIRPORT","KSFO",37.62,-122.366,3.2,"06","081","06081","San Mateo","California","West",c(-2275706.41514361, 1937961.39886525)
"CA","99404199999","994041","99999","REDWOOD CITY","",37.507,-122.2,6,"06","081","06081","San Mateo","California","West",c(-2265192.00555425, 1921812.58316425)
"CA","99799799999","997997","99999","ELKHORN SLOUGH RESERVE","",36.817,-121.733,3,"06","053","06053","Monterey","California","West",c(-2246498.59706508, 1836276.5828296)
"CA","72016599999","720165","99999","WARNER SPRINGS GLIDERPORT","",34.264,-116.854,2056.8,"06","071","06071","San Bernardino","California","West",c(-1890450.58614213, 1452741.24722574)
"CA","74917100479","749171","00479","TEHACHAPI MUNICIPAL AIRPORT","KTSP",35.135,-118.439,1219.5,"06","029","06029","Kern","California","West",c(-2008760.71297504, 1580166.09265915)
"CA","99801199999","998011","99999","SAN FRANCISCO BAY RESERVE","",38.217,-122.017,3,"06","095","06095","Solano","California","West",c(-2228254.66889516, 1994078.272052)
"CA","72493023230","724930","23230","METRO OAKLAND INTL AIRPORT","KOAK",37.718,-122.233,1.5,"06","001","06001","Alameda","California","West",c(-2261527.23707635, 1945351.9104787)
"CA","72584793230","725847","93230","LAKE TAHOE AIRPORT","KTVL",38.898,-119.996,1907,"06","017","06017","El Dorado","California","West",c(-2039949.41294809, 2022399.63674714)
"CA","74718823158","747188","23158","BLYTHE AIRPORT","KBLH",33.619,-114.715,120.4,"06","065","06065","Riverside","California","West",c(-1713309.19242663, 1341656.50084532)
"CA","72019300117","720193","00117","LONNIE POOL FIELD WEAVERVILLE AIRPORT","KO54",40.747,-122.922,716.3,"06","105","06105","Trinity","California","West",c(-2224469.86889384, 2287868.54287999)
"CA","99819799999","998197","99999","OAKLAND MIDDLE HARBOR MET","",37.8,-122.317,7,"06","001","06001","Alameda","California","West",c(-2266070.42664658, 1956194.21248472)
"CA","72061400205","720614","00205","LINCOLN REGIONAL AIRPORT KARL HARDER FIELD","KLHM",38.909,-121.351,37.2,"06","061","06061","Placer","California","West",c(-2152146.02727959, 2053477.58951457)
"CA","74948600397","749486","00397","NEVADA COUNTY AIR PARK","KGOO",39.224,-121.003,961,"06","057","06057","Nevada","California","West",c(-2114110.69621648, 2079740.09921805)
"CA","72382023182","723820","23182","PDLE PRODN FLT/TST AF PLT","KPMD",34.629,-118.083,764.8,"06","037","06037","Los Angeles","California","West",c(-1990507.51448766, 1517614.08444896)
"CA","72290693112","722906","93112","NORTH ISLAND NAS","KNZY",32.692,-117.21,4.4,"06","073","06073","San Diego","California","West",c(-1961046.76534148, 1288679.9604117)
"CA","74504693242","745046","93242","MADERA MUNICIPAL AIRPORT","KMAE",36.985,-120.111,76.6,"06","039","06039","Madera","California","West",c(-2103330.21071856, 1817335.319893)
"CA","74505823277","745058","23277","WATSONVILLE MUNICIPAL ARPT","KWVI",36.939,-121.79,49.5,"06","087","06087","Santa Cruz","California","West",c(-2247687.92499491, 1850794.40719746)
"CA","74516023202","745160","23202","TRAVIS AIR FORCE BASE","KSUU",38.267,-121.933,18.9,"06","095","06095","Solano","California","West",c(-2219729.75699401, 1997508.72845483)
"CA","72592024257","725920","24257","REDDING MUNICIPAL AIRPORT","KRDD",40.515,-122.298,152.6,"06","089","06089","Shasta","California","West",c(-2181349.36007148, 2248430.64528427)
"CA","74505653120","745056","53120","RAMONA AIRPORT","KRNM",33.038,-116.916,422,"06","073","06073","San Diego","California","West",c(-1925878.97240771, 1320329.46558982)
"CA","74718703104","747187","03104","DESERT RESORTS RGNL ARPT","KTRM",33.632,-116.164,-36,"06","065","06065","Riverside","California","West",c(-1843732.02974528, 1370196.57492174)
"CA","99402799999","994027","99999","SAN DIEGO","",32.713,-117.173,2,"06","073","06073","San Diego","California","West",c(-1957165.0353602, 1290201.76089721)
"CA","99999953150","999999","53150","YOSEMITE VILLAGE 12 W","",37.759,-119.821,2017.8,"06","043","06043","Mariposa","California","West",c(-2057052.61246667, 1894981.97696727)
"CA","74509023244","745090","23244","MOFFETT FEDERAL AIRFIELD","KNUQ",37.406,-122.048,11.9,"06","085","06085","Santa Clara","California","West",c(-2255445.93265995, 1907303.39526332)
"CA","74948400395","749484","00395","SOUTH COUNTY AIRPORT OF SANTA CLARA COUNTY","KE16",37.082,-121.597,86.3,"06","085","06085","Santa Clara","California","West",c(-2227013.86034552, 1861691.67183198)
"CA","72492023237","724920","23237","STOCKTON METROPOLITAN AIRPORT","KSCK",37.89,-121.226,8.3,"06","077","06077","San Joaquin","California","West",c(-2171748.19634073, 1940439.09503175)
"CA","99404499999","994044","99999","ARENA COVE","",38.92,-123.7,2,"06","045","06045","Mendocino","California","West",c(-2345777.56341456, 2110254.82803961)
"CA","72491523259","724915","23259","MONTEREY PENINSULA AIRPORT","KMRY",36.588,-121.845,50.3,"06","053","06053","Monterey","California","West",c(-2262926.03266391, 1814217.22956835)
"CA","69541499999","695414","99999","RED PASS LAKE / NTC","",35.267,-116.367,683.1,"06","071","06071","San Bernardino","California","West",c(-1823128.59891932, 1552790.87593304)
"CA","69753499999","697534","99999","FORT IRWIN","KQIW",35.283,-116.617,322,"06","071","06071","San Bernardino","California","West",c(-1844771.62241616, 1559364.55614111)
"CA","72297553141","722975","53141","LOS ALAMITOS AAF AIRPORT","KSLI",33.79,-118.052,10.7,"06","059","06059","Orange","California","West",c(-2009332.08925493, 1425690.10918369)
